case_id,seed,split,split_ordinal,generator_condition,split_schema_version
synthetic3d-101684,101684,train,2533,primary,1.0
synthetic3d-101793,101793,train,2534,primary,1.0
synthetic3d-104759,104759,train,2535,primary,1.0
synthetic3d-107606,107606,train,2536,primary,1.0
synthetic3d-104596,104596,train,2537,primary,1.0
synthetic3d-107965,107965,train,2538,primary,1.0
synthetic3d-105898,105898,train,2539,primary,1.0
synthetic3d-103508,103508,train,2540,primary,1.0
synthetic3d-103806,103806,train,2541,primary,1.0
synthetic3d-108997,108997,train,2542,primary,1.0
synthetic3d-102886,102886,train,2543,primary,1.0
synthetic3d-104553,104553,train,2544,primary,1.0
synthetic3d-100014,100014,train,2545,primary,1.0
synthetic3d-100109,100109,train,2546,primary,1.0
synthetic3d-106652,106652,train,2547,primary,1.0
synthetic3d-104448,104448,train,2548,primary,1.0
synthetic3d-105490,105490,train,2549,primary,1.0
synthetic3d-105455,105455,train,2550,primary,1.0
synthetic3d-107560,107560,train,2551,primary,1.0
synthetic3d-107017,107017,train,2552,primary,1.0
synthetic3d-103007,103007,train,2553,primary,1.0
synthetic3d-106846,106846,train,2554,primary,1.0
synthetic3d-104313,104313,train,2555,primary,1.0
synthetic3d-103381,103381,train,2556,primary,1.0
synthetic3d-107598,107598,train,2557,primary,1.0
synthetic3d-102200,102200,train,2558,primary,1.0
synthetic3d-101511,101511,train,2559,primary,1.0
synthetic3d-105405,105405,train,2560,primary,1.0
synthetic3d-107350,107350,train,2561,primary,1.0
synthetic3d-106401,106401,train,2562,primary,1.0
synthetic3d-107133,107133,train,2563,primary,1.0
synthetic3d-102007,102007,train,2564,primary,1.0
synthetic3d-108551,108551,train,2565,primary,1.0
synthetic3d-101532,101532,train,2566,primary,1.0
synthetic3d-108717,108717,train,2567,primary,1.0
synthetic3d-104325,104325,train,2568,primary,1.0
synthetic3d-107413,107413,train,2569,primary,1.0
synthetic3d-100277,100277,train,2570,primary,1.0
synthetic3d-103630,103630,train,2571,primary,1.0
synthetic3d-101610,101610,train,2572,primary,1.0
synthetic3d-108389,108389,train,2573,primary,1.0
synthetic3d-101480,101480,train,2574,primary,1.0
synthetic3d-105296,105296,train,2575,primary,1.0
synthetic3d-106259,106259,train,2576,primary,1.0
synthetic3d-108731,108731,train,2577,primary,1.0
synthetic3d-102125,102125,train,2578,primary,1.0
synthetic3d-104864,104864,train,2579,primary,1.0
synthetic3d-106875,106875,train,2580,primary,1.0
synthetic3d-107510,107510,train,2581,primary,1.0
synthetic3d-105564,105564,train,2582,primary,1.0
synthetic3d-105553,105553,train,2583,primary,1.0
synthetic3d-105944,105944,train,2584,primary,1.0
synthetic3d-103858,103858,train,2585,primary,1.0
synthetic3d-100569,100569,train,2586,primary,1.0
synthetic3d-100436,100436,train,2587,primary,1.0
synthetic3d-107654,107654,train,2588,primary,1.0
synthetic3d-108554,108554,train,2589,primary,1.0
synthetic3d-107880,107880,train,2590,primary,1.0
synthetic3d-101003,101003,train,2591,primary,1.0
synthetic3d-103914,103914,train,2592,primary,1.0
synthetic3d-107281,107281,train,2593,primary,1.0
synthetic3d-105767,105767,train,2594,primary,1.0
synthetic3d-108928,108928,train,2595,primary,1.0
synthetic3d-108811,108811,train,2596,primary,1.0
synthetic3d-101758,101758,train,2597,primary,1.0
synthetic3d-100686,100686,train,2598,primary,1.0
synthetic3d-100878,100878,train,2599,primary,1.0
synthetic3d-100428,100428,train,2600,primary,1.0
synthetic3d-101829,101829,train,2601,primary,1.0
synthetic3d-105561,105561,train,2602,primary,1.0
synthetic3d-101161,101161,train,2603,primary,1.0
synthetic3d-108647,108647,train,2604,primary,1.0
synthetic3d-106361,106361,train,2605,primary,1.0
synthetic3d-106604,106604,train,2606,primary,1.0
synthetic3d-100483,100483,train,2607,primary,1.0
synthetic3d-102651,102651,train,2608,primary,1.0
synthetic3d-106765,106765,train,2609,primary,1.0
synthetic3d-108310,108310,train,2610,primary,1.0
synthetic3d-104688,104688,train,2611,primary,1.0
synthetic3d-102985,102985,train,2612,primary,1.0
synthetic3d-102318,102318,train,2613,primary,1.0
synthetic3d-105959,105959,train,2614,primary,1.0
synthetic3d-106569,106569,train,2615,primary,1.0
synthetic3d-101561,101561,train,2616,primary,1.0
synthetic3d-101432,101432,train,2617,primary,1.0
synthetic3d-102788,102788,train,2618,primary,1.0
synthetic3d-107360,107360,train,2619,primary,1.0
synthetic3d-104095,104095,train,2620,primary,1.0
synthetic3d-108314,108314,train,2621,primary,1.0
synthetic3d-100252,100252,train,2622,primary,1.0
synthetic3d-103361,103361,train,2623,primary,1.0
synthetic3d-104785,104785,train,2624,primary,1.0
synthetic3d-106416,106416,train,2625,primary,1.0
synthetic3d-103832,103832,train,2626,primary,1.0
synthetic3d-107832,107832,train,2627,primary,1.0
synthetic3d-101118,101118,train,2628,primary,1.0
synthetic3d-106073,106073,train,2629,primary,1.0
synthetic3d-108293,108293,train,2630,primary,1.0
synthetic3d-108085,108085,train,2631,primary,1.0
synthetic3d-105744,105744,train,2632,primary,1.0
synthetic3d-108739,108739,train,2633,primary,1.0
synthetic3d-106237,106237,train,2634,primary,1.0
synthetic3d-106171,106171,train,2635,primary,1.0
synthetic3d-104523,104523,train,2636,primary,1.0
synthetic3d-101210,101210,train,2637,primary,1.0
synthetic3d-107853,107853,train,2638,primary,1.0
synthetic3d-107627,107627,train,2639,primary,1.0
synthetic3d-103903,103903,train,2640,primary,1.0
synthetic3d-104923,104923,train,2641,primary,1.0
synthetic3d-105512,105512,train,2642,primary,1.0
synthetic3d-103639,103639,train,2643,primary,1.0
synthetic3d-105206,105206,train,2644,primary,1.0
synthetic3d-103158,103158,train,2645,primary,1.0
synthetic3d-104115,104115,train,2646,primary,1.0
synthetic3d-101755,101755,train,2647,primary,1.0
synthetic3d-106271,106271,train,2648,primary,1.0
synthetic3d-106323,106323,train,2649,primary,1.0
synthetic3d-104822,104822,train,2650,primary,1.0
synthetic3d-106886,106886,train,2651,primary,1.0
synthetic3d-108437,108437,train,2652,primary,1.0
synthetic3d-103201,103201,train,2653,primary,1.0
synthetic3d-105812,105812,train,2654,primary,1.0
synthetic3d-106327,106327,train,2655,primary,1.0
synthetic3d-100297,100297,train,2656,primary,1.0
synthetic3d-105933,105933,train,2657,primary,1.0
synthetic3d-105242,105242,train,2658,primary,1.0
synthetic3d-105460,105460,train,2659,primary,1.0
synthetic3d-106634,106634,train,2660,primary,1.0
synthetic3d-108869,108869,train,2661,primary,1.0
synthetic3d-104775,104775,train,2662,primary,1.0
synthetic3d-106976,106976,train,2663,primary,1.0
synthetic3d-102501,102501,train,2664,primary,1.0
synthetic3d-102426,102426,train,2665,primary,1.0
synthetic3d-106585,106585,train,2666,primary,1.0
synthetic3d-105878,105878,train,2667,primary,1.0
synthetic3d-100828,100828,train,2668,primary,1.0
synthetic3d-102184,102184,train,2669,primary,1.0
synthetic3d-102818,102818,train,2670,primary,1.0
synthetic3d-102459,102459,train,2671,primary,1.0
synthetic3d-103002,103002,train,2672,primary,1.0
synthetic3d-101605,101605,train,2673,primary,1.0
synthetic3d-105988,105988,train,2674,primary,1.0
synthetic3d-107865,107865,train,2675,primary,1.0
synthetic3d-108743,108743,train,2676,primary,1.0
synthetic3d-108756,108756,train,2677,primary,1.0
synthetic3d-104702,104702,train,2678,primary,1.0
synthetic3d-103088,103088,train,2679,primary,1.0
synthetic3d-105233,105233,train,2680,primary,1.0
synthetic3d-100464,100464,train,2681,primary,1.0
synthetic3d-105203,105203,train,2682,primary,1.0
synthetic3d-105336,105336,train,2683,primary,1.0
synthetic3d-107642,107642,train,2684,primary,1.0
synthetic3d-102095,102095,train,2685,primary,1.0
synthetic3d-100512,100512,train,2686,primary,1.0
synthetic3d-105252,105252,train,2687,primary,1.0
synthetic3d-104933,104933,train,2688,primary,1.0
synthetic3d-101045,101045,train,2689,primary,1.0
synthetic3d-102516,102516,train,2690,primary,1.0
synthetic3d-104740,104740,train,2691,primary,1.0
synthetic3d-103311,103311,train,2692,primary,1.0
synthetic3d-102835,102835,train,2693,primary,1.0
synthetic3d-106354,106354,train,2694,primary,1.0
synthetic3d-100148,100148,train,2695,primary,1.0
synthetic3d-103864,103864,train,2696,primary,1.0
synthetic3d-108841,108841,train,2697,primary,1.0
synthetic3d-104908,104908,train,2698,primary,1.0
synthetic3d-104225,104225,train,2699,primary,1.0
synthetic3d-103775,103775,train,2700,primary,1.0
synthetic3d-104704,104704,train,2701,primary,1.0
synthetic3d-108971,108971,train,2702,primary,1.0
synthetic3d-103252,103252,train,2703,primary,1.0
synthetic3d-101701,101701,train,2704,primary,1.0
synthetic3d-104056,104056,train,2705,primary,1.0
synthetic3d-106125,106125,train,2706,primary,1.0
synthetic3d-100926,100926,train,2707,primary,1.0
synthetic3d-108409,108409,train,2708,primary,1.0
synthetic3d-107030,107030,train,2709,primary,1.0
synthetic3d-101633,101633,train,2710,primary,1.0
synthetic3d-102372,102372,train,2711,primary,1.0
synthetic3d-106086,106086,train,2712,primary,1.0
synthetic3d-100739,100739,train,2713,primary,1.0
synthetic3d-100669,100669,train,2714,primary,1.0
synthetic3d-101773,101773,train,2715,primary,1.0
synthetic3d-102624,102624,train,2716,primary,1.0
synthetic3d-104419,104419,train,2717,primary,1.0
synthetic3d-105509,105509,train,2718,primary,1.0
synthetic3d-105146,105146,train,2719,primary,1.0
synthetic3d-103663,103663,train,2720,primary,1.0
synthetic3d-106363,106363,train,2721,primary,1.0
synthetic3d-105926,105926,train,2722,primary,1.0
synthetic3d-102544,102544,train,2723,primary,1.0
synthetic3d-101502,101502,train,2724,primary,1.0
synthetic3d-102247,102247,train,2725,primary,1.0
synthetic3d-108744,108744,train,2726,primary,1.0
synthetic3d-105817,105817,train,2727,primary,1.0
synthetic3d-107173,107173,train,2728,primary,1.0
synthetic3d-102751,102751,train,2729,primary,1.0
synthetic3d-101892,101892,train,2730,primary,1.0
synthetic3d-100337,100337,train,2731,primary,1.0
synthetic3d-101459,101459,train,2732,primary,1.0
synthetic3d-103804,103804,train,2733,primary,1.0
synthetic3d-102051,102051,train,2734,primary,1.0
synthetic3d-103667,103667,train,2735,primary,1.0
synthetic3d-102930,102930,train,2736,primary,1.0
synthetic3d-107293,107293,train,2737,primary,1.0
synthetic3d-102866,102866,train,2738,primary,1.0
synthetic3d-105931,105931,train,2739,primary,1.0
synthetic3d-108188,108188,train,2740,primary,1.0
synthetic3d-108650,108650,train,2741,primary,1.0
synthetic3d-103304,103304,train,2742,primary,1.0
synthetic3d-100479,100479,train,2743,primary,1.0
synthetic3d-102541,102541,train,2744,primary,1.0
synthetic3d-100285,100285,train,2745,primary,1.0
synthetic3d-108008,108008,train,2746,primary,1.0
synthetic3d-107635,107635,train,2747,primary,1.0
synthetic3d-102309,102309,train,2748,primary,1.0
synthetic3d-108843,108843,train,2749,primary,1.0
synthetic3d-104509,104509,train,2750,primary,1.0
synthetic3d-102926,102926,train,2751,primary,1.0
synthetic3d-108741,108741,train,2752,primary,1.0
synthetic3d-102951,102951,train,2753,primary,1.0
synthetic3d-101046,101046,train,2754,primary,1.0
synthetic3d-100986,100986,train,2755,primary,1.0
synthetic3d-105466,105466,train,2756,primary,1.0
synthetic3d-104346,104346,train,2757,primary,1.0
synthetic3d-103000,103000,train,2758,primary,1.0
synthetic3d-102575,102575,train,2759,primary,1.0
synthetic3d-102938,102938,train,2760,primary,1.0
synthetic3d-102124,102124,train,2761,primary,1.0
synthetic3d-101131,101131,train,2762,primary,1.0
synthetic3d-108141,108141,train,2763,primary,1.0
synthetic3d-104251,104251,train,2764,primary,1.0
synthetic3d-104364,104364,train,2765,primary,1.0
synthetic3d-100020,100020,train,2766,primary,1.0
synthetic3d-104498,104498,train,2767,primary,1.0
synthetic3d-105569,105569,train,2768,primary,1.0
synthetic3d-100608,100608,train,2769,primary,1.0
synthetic3d-101750,101750,train,2770,primary,1.0
synthetic3d-103686,103686,train,2771,primary,1.0
synthetic3d-103339,103339,train,2772,primary,1.0
synthetic3d-101026,101026,train,2773,primary,1.0
synthetic3d-100497,100497,train,2774,primary,1.0
synthetic3d-105587,105587,train,2775,primary,1.0
synthetic3d-101730,101730,train,2776,primary,1.0
synthetic3d-108462,108462,train,2777,primary,1.0
synthetic3d-100528,100528,train,2778,primary,1.0
synthetic3d-101513,101513,train,2779,primary,1.0
synthetic3d-103180,103180,train,2780,primary,1.0
synthetic3d-100419,100419,train,2781,primary,1.0
synthetic3d-108454,108454,train,2782,primary,1.0
synthetic3d-104677,104677,train,2783,primary,1.0
synthetic3d-100364,100364,train,2784,primary,1.0
synthetic3d-108219,108219,train,2785,primary,1.0
synthetic3d-103450,103450,train,2786,primary,1.0
synthetic3d-103680,103680,train,2787,primary,1.0
synthetic3d-100779,100779,train,2788,primary,1.0
synthetic3d-107746,107746,train,2789,primary,1.0
synthetic3d-100790,100790,train,2790,primary,1.0
synthetic3d-107306,107306,train,2791,primary,1.0
synthetic3d-106792,106792,train,2792,primary,1.0
synthetic3d-108270,108270,train,2793,primary,1.0
synthetic3d-102853,102853,train,2794,primary,1.0
synthetic3d-102918,102918,train,2795,primary,1.0
synthetic3d-100999,100999,train,2796,primary,1.0
synthetic3d-107486,107486,train,2797,primary,1.0
synthetic3d-106521,106521,train,2798,primary,1.0
synthetic3d-106728,106728,train,2799,primary,1.0
synthetic3d-101766,101766,train,2800,primary,1.0
synthetic3d-104164,104164,train,2801,primary,1.0
synthetic3d-101348,101348,train,2802,primary,1.0
synthetic3d-105786,105786,train,2803,primary,1.0
synthetic3d-106221,106221,train,2804,primary,1.0
synthetic3d-104757,104757,train,2805,primary,1.0
synthetic3d-100370,100370,train,2806,primary,1.0
synthetic3d-101020,101020,train,2807,primary,1.0
synthetic3d-100742,100742,train,2808,primary,1.0
synthetic3d-104777,104777,train,2809,primary,1.0
synthetic3d-105058,105058,train,2810,primary,1.0
synthetic3d-105436,105436,train,2811,primary,1.0
synthetic3d-101956,101956,train,2812,primary,1.0
synthetic3d-101658,101658,train,2813,primary,1.0
synthetic3d-108829,108829,train,2814,primary,1.0
synthetic3d-108074,108074,train,2815,primary,1.0
synthetic3d-107209,107209,train,2816,primary,1.0
synthetic3d-104484,104484,train,2817,primary,1.0
synthetic3d-107317,107317,train,2818,primary,1.0
synthetic3d-108591,108591,train,2819,primary,1.0
synthetic3d-102242,102242,train,2820,primary,1.0
synthetic3d-106092,106092,train,2821,primary,1.0
synthetic3d-101600,101600,train,2822,primary,1.0
synthetic3d-105972,105972,train,2823,primary,1.0
synthetic3d-100144,100144,train,2824,primary,1.0
synthetic3d-100075,100075,train,2825,primary,1.0
synthetic3d-108676,108676,train,2826,primary,1.0
synthetic3d-101801,101801,train,2827,primary,1.0
synthetic3d-107685,107685,train,2828,primary,1.0
synthetic3d-103836,103836,train,2829,primary,1.0
synthetic3d-107719,107719,train,2830,primary,1.0
synthetic3d-105119,105119,train,2831,primary,1.0
synthetic3d-100580,100580,train,2832,primary,1.0
synthetic3d-100400,100400,train,2833,primary,1.0
synthetic3d-107212,107212,train,2834,primary,1.0
synthetic3d-105130,105130,train,2835,primary,1.0
synthetic3d-106130,106130,train,2836,primary,1.0
synthetic3d-106290,106290,train,2837,primary,1.0
synthetic3d-107979,107979,train,2838,primary,1.0
synthetic3d-105677,105677,train,2839,primary,1.0
synthetic3d-107048,107048,train,2840,primary,1.0
synthetic3d-103592,103592,train,2841,primary,1.0
synthetic3d-106315,106315,train,2842,primary,1.0
synthetic3d-105930,105930,train,2843,primary,1.0
synthetic3d-103699,103699,train,2844,primary,1.0
synthetic3d-103269,103269,train,2845,primary,1.0
synthetic3d-104951,104951,train,2846,primary,1.0
synthetic3d-101127,101127,train,2847,primary,1.0
synthetic3d-108288,108288,train,2848,primary,1.0
synthetic3d-108038,108038,train,2849,primary,1.0
synthetic3d-107412,107412,train,2850,primary,1.0
synthetic3d-105343,105343,train,2851,primary,1.0
synthetic3d-107591,107591,train,2852,primary,1.0
synthetic3d-105279,105279,train,2853,primary,1.0
synthetic3d-105533,105533,train,2854,primary,1.0
synthetic3d-100100,100100,train,2855,primary,1.0
synthetic3d-105780,105780,train,2856,primary,1.0
synthetic3d-104814,104814,train,2857,primary,1.0
synthetic3d-107172,107172,train,2858,primary,1.0
synthetic3d-102464,102464,train,2859,primary,1.0
synthetic3d-108249,108249,train,2860,primary,1.0
synthetic3d-107647,107647,train,2861,primary,1.0
synthetic3d-103364,103364,train,2862,primary,1.0
synthetic3d-102145,102145,train,2863,primary,1.0
synthetic3d-103164,103164,train,2864,primary,1.0
synthetic3d-100072,100072,train,2865,primary,1.0
synthetic3d-102674,102674,train,2866,primary,1.0
synthetic3d-103006,103006,train,2867,primary,1.0
synthetic3d-101577,101577,train,2868,primary,1.0
synthetic3d-107527,107527,train,2869,primary,1.0
synthetic3d-105309,105309,train,2870,primary,1.0
synthetic3d-105225,105225,train,2871,primary,1.0
synthetic3d-107491,107491,train,2872,primary,1.0
synthetic3d-101427,101427,train,2873,primary,1.0
synthetic3d-105750,105750,train,2874,primary,1.0
synthetic3d-108733,108733,train,2875,primary,1.0
synthetic3d-100909,100909,train,2876,primary,1.0
synthetic3d-102780,102780,train,2877,primary,1.0
synthetic3d-107192,107192,train,2878,primary,1.0
synthetic3d-104913,104913,train,2879,primary,1.0
synthetic3d-104073,104073,train,2880,primary,1.0
synthetic3d-103765,103765,train,2881,primary,1.0
synthetic3d-104411,104411,train,2882,primary,1.0
synthetic3d-101308,101308,train,2883,primary,1.0
synthetic3d-102398,102398,train,2884,primary,1.0
synthetic3d-102442,102442,train,2885,primary,1.0
synthetic3d-101775,101775,train,2886,primary,1.0
synthetic3d-107755,107755,train,2887,primary,1.0
synthetic3d-102711,102711,train,2888,primary,1.0
synthetic3d-105302,105302,train,2889,primary,1.0
synthetic3d-103994,103994,train,2890,primary,1.0
synthetic3d-102338,102338,train,2891,primary,1.0
synthetic3d-100055,100055,train,2892,primary,1.0
synthetic3d-101492,101492,train,2893,primary,1.0
synthetic3d-100760,100760,train,2894,primary,1.0
synthetic3d-100145,100145,train,2895,primary,1.0
synthetic3d-103885,103885,train,2896,primary,1.0
synthetic3d-102274,102274,train,2897,primary,1.0
synthetic3d-101255,101255,train,2898,primary,1.0
synthetic3d-103783,103783,train,2899,primary,1.0
synthetic3d-104803,104803,train,2900,primary,1.0
synthetic3d-107605,107605,train,2901,primary,1.0
synthetic3d-103474,103474,train,2902,primary,1.0
synthetic3d-100650,100650,train,2903,primary,1.0
synthetic3d-105652,105652,train,2904,primary,1.0
synthetic3d-101621,101621,train,2905,primary,1.0
synthetic3d-105855,105855,train,2906,primary,1.0
synthetic3d-106126,106126,train,2907,primary,1.0
synthetic3d-106863,106863,train,2908,primary,1.0
synthetic3d-108116,108116,train,2909,primary,1.0
synthetic3d-108929,108929,train,2910,primary,1.0
synthetic3d-104776,104776,train,2911,primary,1.0
synthetic3d-105872,105872,train,2912,primary,1.0
synthetic3d-106559,106559,train,2913,primary,1.0
synthetic3d-108060,108060,train,2914,primary,1.0
synthetic3d-102203,102203,train,2915,primary,1.0
synthetic3d-106557,106557,train,2916,primary,1.0
synthetic3d-107445,107445,train,2917,primary,1.0
synthetic3d-108287,108287,train,2918,primary,1.0
synthetic3d-105477,105477,train,2919,primary,1.0
synthetic3d-108523,108523,train,2920,primary,1.0
synthetic3d-102219,102219,train,2921,primary,1.0
synthetic3d-106444,106444,train,2922,primary,1.0
synthetic3d-106703,106703,train,2923,primary,1.0
synthetic3d-100852,100852,train,2924,primary,1.0
synthetic3d-100859,100859,train,2925,primary,1.0
synthetic3d-103286,103286,train,2926,primary,1.0
synthetic3d-105964,105964,train,2927,primary,1.0
synthetic3d-106738,106738,train,2928,primary,1.0
synthetic3d-105354,105354,train,2929,primary,1.0
synthetic3d-101563,101563,train,2930,primary,1.0
synthetic3d-101279,101279,train,2931,primary,1.0
synthetic3d-106540,106540,train,2932,primary,1.0
synthetic3d-107207,107207,train,2933,primary,1.0
synthetic3d-106343,106343,train,2934,primary,1.0
synthetic3d-102957,102957,train,2935,primary,1.0
synthetic3d-100233,100233,train,2936,primary,1.0
synthetic3d-101351,101351,train,2937,primary,1.0
synthetic3d-105095,105095,train,2938,primary,1.0
synthetic3d-106753,106753,train,2939,primary,1.0
synthetic3d-102755,102755,train,2940,primary,1.0
synthetic3d-105634,105634,train,2941,primary,1.0
synthetic3d-106214,106214,train,2942,primary,1.0
synthetic3d-100895,100895,train,2943,primary,1.0
synthetic3d-105172,105172,train,2944,primary,1.0
synthetic3d-107421,107421,train,2945,primary,1.0
synthetic3d-102932,102932,train,2946,primary,1.0
synthetic3d-101214,101214,train,2947,primary,1.0
synthetic3d-106687,106687,train,2948,primary,1.0
synthetic3d-106665,106665,train,2949,primary,1.0
synthetic3d-106612,106612,train,2950,primary,1.0
synthetic3d-100931,100931,train,2951,primary,1.0
synthetic3d-108299,108299,train,2952,primary,1.0
synthetic3d-101256,101256,train,2953,primary,1.0
synthetic3d-106836,106836,train,2954,primary,1.0
synthetic3d-102552,102552,train,2955,primary,1.0
synthetic3d-106709,106709,train,2956,primary,1.0
synthetic3d-107191,107191,train,2957,primary,1.0
synthetic3d-108972,108972,train,2958,primary,1.0
synthetic3d-103264,103264,train,2959,primary,1.0
synthetic3d-106749,106749,train,2960,primary,1.0
synthetic3d-102370,102370,train,2961,primary,1.0
synthetic3d-108458,108458,train,2962,primary,1.0
synthetic3d-107819,107819,train,2963,primary,1.0
synthetic3d-102559,102559,train,2964,primary,1.0
synthetic3d-107450,107450,train,2965,primary,1.0
synthetic3d-101407,101407,train,2966,primary,1.0
synthetic3d-100584,100584,train,2967,primary,1.0
synthetic3d-105725,105725,train,2968,primary,1.0
synthetic3d-105678,105678,train,2969,primary,1.0
synthetic3d-107653,107653,train,2970,primary,1.0
synthetic3d-104393,104393,train,2971,primary,1.0
synthetic3d-103492,103492,train,2972,primary,1.0
synthetic3d-107269,107269,train,2973,primary,1.0
synthetic3d-105120,105120,train,2974,primary,1.0
synthetic3d-103394,103394,train,2975,primary,1.0
synthetic3d-108562,108562,train,2976,primary,1.0
synthetic3d-101659,101659,train,2977,primary,1.0
synthetic3d-101363,101363,train,2978,primary,1.0
synthetic3d-107084,107084,train,2979,primary,1.0
synthetic3d-100422,100422,train,2980,primary,1.0
synthetic3d-104096,104096,train,2981,primary,1.0
synthetic3d-100891,100891,train,2982,primary,1.0
synthetic3d-108457,108457,train,2983,primary,1.0
synthetic3d-100869,100869,train,2984,primary,1.0
synthetic3d-108037,108037,train,2985,primary,1.0
synthetic3d-103022,103022,train,2986,primary,1.0
synthetic3d-102695,102695,train,2987,primary,1.0
synthetic3d-108191,108191,train,2988,primary,1.0
synthetic3d-107820,107820,train,2989,primary,1.0
synthetic3d-102234,102234,train,2990,primary,1.0
synthetic3d-101374,101374,train,2991,primary,1.0
synthetic3d-106682,106682,train,2992,primary,1.0
synthetic3d-100042,100042,train,2993,primary,1.0
synthetic3d-107158,107158,train,2994,primary,1.0
synthetic3d-106522,106522,train,2995,primary,1.0
synthetic3d-100783,100783,train,2996,primary,1.0
synthetic3d-108498,108498,train,2997,primary,1.0
synthetic3d-106291,106291,train,2998,primary,1.0
synthetic3d-100123,100123,train,2999,primary,1.0
synthetic3d-105629,105629,train,3000,primary,1.0
synthetic3d-106957,106957,train,3001,primary,1.0
synthetic3d-101623,101623,train,3002,primary,1.0
synthetic3d-108576,108576,train,3003,primary,1.0
synthetic3d-101818,101818,train,3004,primary,1.0
synthetic3d-102730,102730,train,3005,primary,1.0
synthetic3d-102246,102246,train,3006,primary,1.0
synthetic3d-107092,107092,train,3007,primary,1.0
synthetic3d-105752,105752,train,3008,primary,1.0
synthetic3d-107977,107977,train,3009,primary,1.0
synthetic3d-105773,105773,train,3010,primary,1.0
synthetic3d-105563,105563,train,3011,primary,1.0
synthetic3d-108408,108408,train,3012,primary,1.0
synthetic3d-103848,103848,train,3013,primary,1.0
synthetic3d-104371,104371,train,3014,primary,1.0
synthetic3d-100798,100798,train,3015,primary,1.0
synthetic3d-104517,104517,train,3016,primary,1.0
synthetic3d-100267,100267,train,3017,primary,1.0
synthetic3d-108154,108154,train,3018,primary,1.0
synthetic3d-103490,103490,train,3019,primary,1.0
synthetic3d-102276,102276,train,3020,primary,1.0
synthetic3d-101830,101830,train,3021,primary,1.0
synthetic3d-101400,101400,train,3022,primary,1.0
synthetic3d-106929,106929,train,3023,primary,1.0
synthetic3d-100699,100699,train,3024,primary,1.0
synthetic3d-102580,102580,train,3025,primary,1.0
synthetic3d-105586,105586,train,3026,primary,1.0
synthetic3d-106629,106629,train,3027,primary,1.0
synthetic3d-103278,103278,train,3028,primary,1.0
synthetic3d-100117,100117,train,3029,primary,1.0
synthetic3d-105214,105214,train,3030,primary,1.0
synthetic3d-107703,107703,train,3031,primary,1.0
synthetic3d-104278,104278,train,3032,primary,1.0
synthetic3d-108471,108471,train,3033,primary,1.0
synthetic3d-106480,106480,train,3034,primary,1.0
synthetic3d-107925,107925,train,3035,primary,1.0
synthetic3d-108055,108055,train,3036,primary,1.0
synthetic3d-101648,101648,train,3037,primary,1.0
synthetic3d-104358,104358,train,3038,primary,1.0
synthetic3d-103131,103131,train,3039,primary,1.0
synthetic3d-102088,102088,train,3040,primary,1.0
synthetic3d-107013,107013,train,3041,primary,1.0
synthetic3d-106476,106476,train,3042,primary,1.0
synthetic3d-105400,105400,train,3043,primary,1.0
synthetic3d-105373,105373,train,3044,primary,1.0
synthetic3d-100555,100555,train,3045,primary,1.0
synthetic3d-107398,107398,train,3046,primary,1.0
synthetic3d-108019,108019,train,3047,primary,1.0
synthetic3d-107043,107043,train,3048,primary,1.0
synthetic3d-108133,108133,train,3049,primary,1.0
synthetic3d-103890,103890,train,3050,primary,1.0
synthetic3d-100195,100195,train,3051,primary,1.0
synthetic3d-108068,108068,train,3052,primary,1.0
synthetic3d-101582,101582,train,3053,primary,1.0
synthetic3d-107908,107908,train,3054,primary,1.0
synthetic3d-104557,104557,train,3055,primary,1.0
synthetic3d-102149,102149,train,3056,primary,1.0
synthetic3d-104029,104029,train,3057,primary,1.0
synthetic3d-101966,101966,train,3058,primary,1.0
synthetic3d-107515,107515,train,3059,primary,1.0
synthetic3d-101009,101009,train,3060,primary,1.0
synthetic3d-101858,101858,train,3061,primary,1.0
synthetic3d-102681,102681,train,3062,primary,1.0
synthetic3d-100538,100538,train,3063,primary,1.0
synthetic3d-108531,108531,train,3064,primary,1.0
synthetic3d-108826,108826,train,3065,primary,1.0
synthetic3d-105441,105441,train,3066,primary,1.0
synthetic3d-105367,105367,train,3067,primary,1.0
synthetic3d-107707,107707,train,3068,primary,1.0
synthetic3d-108114,108114,train,3069,primary,1.0
synthetic3d-108782,108782,train,3070,primary,1.0
synthetic3d-101624,101624,train,3071,primary,1.0
synthetic3d-106109,106109,train,3072,primary,1.0
synthetic3d-105228,105228,train,3073,primary,1.0
synthetic3d-107607,107607,train,3074,primary,1.0
synthetic3d-104868,104868,train,3075,primary,1.0
synthetic3d-105008,105008,train,3076,primary,1.0
synthetic3d-107854,107854,train,3077,primary,1.0
synthetic3d-105523,105523,train,3078,primary,1.0
synthetic3d-102969,102969,train,3079,primary,1.0
synthetic3d-105383,105383,train,3080,primary,1.0
synthetic3d-103531,103531,train,3081,primary,1.0
synthetic3d-107521,107521,train,3082,primary,1.0
synthetic3d-100517,100517,train,3083,primary,1.0
synthetic3d-102537,102537,train,3084,primary,1.0
synthetic3d-100533,100533,train,3085,primary,1.0
synthetic3d-104140,104140,train,3086,primary,1.0
synthetic3d-108895,108895,train,3087,primary,1.0
synthetic3d-101833,101833,train,3088,primary,1.0
synthetic3d-105066,105066,train,3089,primary,1.0
synthetic3d-106008,106008,train,3090,primary,1.0
